,best_params,train_time,cv_mse,cv_rmse,cv_mae,cv_r2,cv_threshold,cv_threshold_f1,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_balanced_acc,cv_brier_score,cv_log_loss,cv_auc_roc,cv_auc_pr,cv_curve_data,train_mse,train_rmse,train_mae,train_r2,train_threshold,train_threshold_f1,train_accuracy,train_precision,train_recall,train_f1,train_balanced_acc,train_brier_score,train_log_loss,train_auc_roc,train_auc_pr,train_calibration_slope,train_ece,train_curve_data
GradientBoosting,"{'learning_rate': 0.005, 'loss': 'huber', 'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 250, 'subsample': 0.7}",25.334863901138306,0.030980751604032998,0.17601349835746405,0.030980751604032998,-0.031971244797578624,0.1,0.0,0.969019248395967,0.0,0.0,0.0,0.5,0.030980751604032998,1.1166594725501007,0.5,0.5154903758020165,"{'roc': {'fpr': array([0., 1.]), 'tpr': array([0., 1.])}, 'pr': {'precision': array([0.03098075, 1.        ]), 'recall': array([1., 0.])}, 'y_pred': array([0., 0., 0., ..., 0., 0., 0.]), 'y_true': 0       0
1       0
2       0
3       0
4       0
       ..
5450    0
5451    0
5452    0
5453    0
5454    0
Name: Bankrupt?, Length: 5455, dtype: int64}",0.030980751604032998,0.17601349835746405,0.030980751604032998,-0.031971244797578624,0.1,0.0,0.969019248395967,0.0,0.0,0.0,0.5,0.030980751604032998,1.1166594725501007,0.5,0.5154903758020165,1.0,0.030980751604032998,"{'roc': {'fpr': array([0., 1.]), 'tpr': array([0., 1.])}, 'pr': {'precision': array([0.03098075, 1.        ]), 'recall': array([1., 0.])}, 'calibration': {'prob_true': array([0.03098075]), 'prob_pred': array([0.])}, 'y_pred': array([0., 0., 0., ..., 0., 0., 0.]), 'y_true': 0       0
1       0
2       0
3       0
4       0
       ..
5450    0
5451    0
5452    0
5453    0
5454    0
Name: Bankrupt?, Length: 5455, dtype: int64}"
